"#Parameters = {L=149.416; Lf=38; Lg=192.8032053872; W=102.45668571429; Wf=3.1; Wg=107.84389110149; ataslengkung=17.811178807947; bawahlengkung=49.475496688742; dgs=160; h=0.89786756453423; sampingdgs=0; skala=8.5380571428571; t=0.019640852974186}";;;;
"#""Frequency / MHz""";S1,1 [Mag];S1,1 [Pha in deg.];Ref.Imp. [Mag];Ref.Imp. [Pha in deg.]
46.060.000.610.352;0.15313107172114;-52.727.129.388.935;35.034.201.428.197;0.0000000000000
46.100.000.000.000;0.15420074027211;-53.333.815.408.724;35.034.201.428.197;0.0000000000000
46.139.999.389.648;0.15527153284113;-53.933.588.456.992;35.034.201.428.197;0.0000000000000
46.179.998.779.297;0.15634324068078;-54.526.611.611.741;35.034.201.428.197;0.0000000000000
46.220.001.220.703;0.15741569848598;-55.112.997.161.076;35.034.201.428.197;0.0000000000000
46.260.000.610.352;0.15848877993749;-55.692.935.344.464;35.034.201.428.197;0.0000000000000
46.300.000.000.000;0.15956229538828;-56.266.535.169.105;35.034.201.428.197;0.0000000000000
46.339.999.389.648;0.16063611177584;-56.833.931.868.473;35.034.201.428.197;0.0000000000000
46.379.998.779.297;0.16171008357204;-57.395.237.202.716;35.034.201.428.197;0.0000000000000
46.420.001.220.703;0.16278407257451;-57.950.616.670.895;35.034.201.428.197;0.0000000000000
46.460.000.610.352;0.16385795173322;-58.500.140.177.411;35.034.201.428.197;0.0000000000000
46.500.000.000.000;0.16493158357988;-59.043.991.462.655;35.034.201.428.197;0.0000000000000
46.539.999.389.648;0.16600486857883;-59.582.262.458.100;35.034.201.428.197;0.0000000000000
46.579.998.779.297;0.16707767304227;-60.115.073.581.840;35.034.201.428.197;0.0000000000000
46.620.001.220.703;0.16814988270799;-60.642.553.744.985;35.034.201.428.197;0.0000000000000
46.660.000.610.352;0.16922140291637;-61.164.735.930.489;35.034.201.428.197;0.0000000000000
46.700.000.000.000;0.17029211656572;-61.681.810.915.857;35.034.201.428.197;0.0000000000000
46.739.999.389.648;0.17136192256845;-62.193.855.312.483;35.034.201.428.197;0.0000000000000
46.779.998.779.297;0.17243074194648;-62.700.983.455.565;35.034.201.428.197;0.0000000000000
46.820.001.220.703;0.17349846388290;-63.203.275.426.137;35.034.201.428.197;0.0000000000000
46.860.000.610.352;0.17456501232705;-63.700.841.930.793;35.034.201.428.197;0.0000000000000
46.900.000.000.000;0.17563027765508;-64.193.760.155.093;35.034.201.428.197;0.0000000000000
46.939.999.389.648;0.17669422390640;-64.682.145.831.046;35.034.201.428.197;0.0000000000000
46.979.998.779.297;0.17775672463424;-65.166.051.736.529;35.034.201.428.197;0.0000000000000
47.020.001.220.703;0.17881773538909;-65.645.667.343.161;35.034.201.428.197;0.0000000000000
47.060.000.610.352;0.17987718449219;-66.120.994.698.520;35.034.201.428.197;0.0000000000000
47.100.000.000.000;0.18093496145003;-66.592.059.197.695;35.034.201.428.197;0.0000000000000
47.139.999.389.648;0.18199104033057;-67.059.108.781.422;35.034.201.428.197;0.0000000000000
47.179.998.779.297;0.18304536308441;-67.522.057.560.055;35.034.201.428.197;0.0000000000000
47.220.001.220.703;0.18409783129425;-67.981.100.565.154;35.034.201.428.197;0.0000000000000
47.260.000.610.352;0.18514840330591;-68.436.319.439.696;35.034.201.428.197;0.0000000000000
47.300.000.000.000;0.18619703810949;-68.887.603.899.003;35.034.201.428.197;0.0000000000000
47.339.999.389.648;0.18724365071855;-69.335.281.001.848;35.034.201.428.197;0.0000000000000
47.379.998.779.297;0.18828822220749;-69.779.271.103.978;35.034.201.428.197;0.0000000000000
47.420.001.220.703;0.18933067526868;-70.219.679.994.389;35.034.201.428.197;0.0000000000000
47.460.000.610.352;0.19037097174065;-70.656.595.467.542;35.034.201.428.197;0.0000000000000
47.500.000.000.000;0.19140908511486;-71.090.068.309.452;35.034.201.428.197;0.0000000000000
47.539.999.389.648;0.19244493934570;-71.520.177.729.366;35.034.201.428.197;0.0000000000000
47.579.998.779.297;0.19347851036923;-71.946.928.050.287;35.034.201.428.197;0.0000000000000
47.620.001.220.703;0.19450974864930;-72.370.400.370.741;35.034.201.428.197;0.0000000000000
47.660.000.610.352;0.19553861198698;-72.790.728.897.911;35.034.201.428.197;0.0000000000000
47.700.000.000.000;0.19656509509224;-73.207.972.214.675;35.034.201.428.197;0.0000000000000
47.739.999.389.648;0.19758911879951;-73.622.046.598.628;35.034.201.428.197;0.0000000000000
47.779.998.779.297;0.19861067483973;-74.033.113.873.511;35.034.201.428.197;0.0000000000000
47.820.001.220.703;0.19962972897895;-74.441.258.935.485;35.034.201.428.197;0.0000000000000
47.860.000.610.352;0.20064624973911;-74.846.452.017.931;35.034.201.428.197;0.0000000000000
47.900.000.000.000;0.20166020493728;-75.248.806.308.316;35.034.201.428.197;0.0000000000000
47.939.999.389.648;0.20267155757334;-75.648.343.395.354;35.034.201.428.197;0.0000000000000
47.979.998.779.297;0.20368028070920;-76.045.122.719.832;35.034.201.428.197;0.0000000000000
48.020.001.220.703;0.20468637637076;-76.439.170.702.204;35.034.201.428.197;0.0000000000000
48.060.000.610.352;0.20568979132235;-76.830.649.777.396;35.034.201.428.197;0.0000000000000
48.100.000.000.000;0.20669050479993;-77.219.451.343.179;35.034.201.428.197;0.0000000000000
48.139.999.389.648;0.20768850791472;-77.605.684.741.977;35.034.201.428.197;0.0000000000000
48.179.998.779.297;0.20868377766510;-77.989.405.277.588;35.034.201.428.197;0.0000000000000
48.220.001.220.703;0.20967626861632;-78.370.638.437.953;35.034.201.428.197;0.0000000000000
48.260.000.610.352;0.21066598278660;-78.749.467.434.219;35.034.201.428.197;0.0000000000000
48.300.000.000.000;0.21165289314227;-79.125.892.559.937;35.034.201.428.197;0.0000000000000
48.339.999.389.648;0.21263700664496;-79.499.969.769.601;35.034.201.428.197;0.0000000000000
48.379.998.779.297;0.21361827672058;-79.871.723.370.938;35.034.201.428.197;0.0000000000000
48.420.001.220.703;0.21459670806785;-80.241.236.991.999;35.034.201.428.197;0.0000000000000
48.460.000.610.352;0.21557224703695;-80.608.426.879.652;35.034.201.428.197;0.0000000000000
48.500.000.000.000;0.21654493152422;-80.973.542.382.346;35.034.201.428.197;0.0000000000000
48.539.999.389.648;0.21751469578184;-81.336.443.485.716;35.034.201.428.197;0.0000000000000
48.579.998.779.297;0.21848157599128;-81.697.159.148.648;35.034.201.428.197;0.0000000000000
48.620.001.220.703;0.21944550656684;-82.055.935.391.536;35.034.201.428.197;0.0000000000000
48.660.000.610.352;0.22040652597510;-82.412.499.023.251;35.034.201.428.197;0.0000000000000
48.700.000.000.000;0.22136457722315;-82.767.176.561.387;35.034.201.428.197;0.0000000000000
48.739.999.389.648;0.22231969472303;-83.119.833.368.560;35.034.201.428.197;0.0000000000000
48.779.998.779.297;0.22327183239235;-83.470.549.704.397;35.034.201.428.197;0.0000000000000
48.820.001.220.703;0.22422100865711;-83.819.299.258.751;35.034.201.428.197;0.0000000000000
48.860.000.610.352;0.22516717868559;-84.166.163.286.707;35.034.201.428.197;0.0000000000000
48.900.000.000.000;0.22611034772838;-84.511.142.552.899;35.034.201.428.197;0.0000000000000
48.939.999.389.648;0.22705054487403;-84.854.373.478.840;35.034.201.428.197;0.0000000000000
48.979.998.779.297;0.22798768758032;-85.195.773.402.364;35.034.201.428.197;0.0000000000000
49.020.001.220.703;0.22892184336517;-85.535.370.484.884;35.034.201.428.197;0.0000000000000
49.060.000.610.352;0.22985295962327;-85.873.246.331.758;35.034.201.428.197;0.0000000000000
49.100.000.000.000;0.23078103313320;-86.209.428.183.432;35.034.201.428.197;0.0000000000000
49.139.999.389.648;0.23170606736698;-86.543.916.359.933;35.034.201.428.197;0.0000000000000
49.179.998.779.297;0.23262804871874;-86.876.710.667.428;35.034.201.428.197;0.0000000000000
49.220.001.220.703;0.23354697489191;-87.207.892.758.354;35.034.201.428.197;0.0000000000000
49.260.000.610.352;0.23446284819202;-87.537.462.988.567;35.034.201.428.197;0.0000000000000
49.300.000.000.000;0.23537564975780;-87.865.448.705.182;35.034.201.428.197;0.0000000000000
49.339.999.389.648;0.23628534980774;-88.191.849.694.341;35.034.201.428.197;0.0000000000000
49.379.998.779.297;0.23719201197749;-88.516.748.273.397;35.034.201.428.197;0.0000000000000
49.420.001.220.703;0.23809556562834;-88.840.116.617.465;35.034.201.428.197;0.0000000000000
49.460.000.610.352;0.23899605143086;-89.161.982.522.513;35.034.201.428.197;0.0000000000000
49.500.000.000.000;0.23989342023892;-89.482.400.288.812;35.034.201.428.197;0.0000000000000
49.539.999.389.648;0.24078771623783;-89.801.370.134.520;35.034.201.428.197;0.0000000000000
49.579.998.779.297;0.24167889234276;-90.118.891.954.899;35.034.201.428.197;0.0000000000000
49.620.001.220.703;0.24256694607713;-90.435.020.469.708;35.034.201.428.197;0.0000000000000
49.660.000.610.352;0.24345192145225;-90.749.782.918.975;35.034.201.428.197;0.0000000000000
49.700.000.000.000;0.24433376738052;-91.063.124.690.334;35.034.201.428.197;0.0000000000000
49.739.999.389.648;0.24521252001708;-91.375.182.205.584;35.034.201.428.197;0.0000000000000
49.779.998.779.297;0.24608812807125;-91.685.901.232.138;35.034.201.428.197;0.0000000000000
49.820.001.220.703;0.24696060935384;-91.995.336.080.527;35.034.201.428.197;0.0000000000000
49.860.000.610.352;0.24782996627929;-92.303.432.327.673;35.034.201.428.197;0.0000000000000
49.900.000.000.000;0.24869620235357;-92.610.326.221.111;35.034.201.428.197;0.0000000000000
49.939.999.389.648;0.24955927815326;-92.915.908.989.886;35.034.201.428.197;0.0000000000000
49.979.998.779.297;0.25041924055211;-93.220.289.602.319;35.034.201.428.197;0.0000000000000
50.020.001.220.703;0.25127604133020;-93.523.468.055.806;35.034.201.428.197;0.0000000000000
50.060.000.610.352;0.25212971222695;-93.825.416.867.878;35.034.201.428.197;0.0000000000000
50.100.000.000.000;0.25298022623871;-94.126.218.407.889;35.034.201.428.197;0.0000000000000
50.139.999.389.648;0.25382761478708;-94.425.845.018.601;35.034.201.428.197;0.0000000000000
50.179.998.779.297;0.25467179603981;-94.724.297.414.923;35.034.201.428.197;0.0000000000000
50.220.001.220.703;0.25551286764667;-95.021.656.391.272;35.034.201.428.197;0.0000000000000
50.260.000.610.352;0.25635075808552;-95.317.867.983.632;35.034.201.428.197;0.0000000000000
50.300.000.000.000;0.25718547905265;-95.613.014.330.633;35.034.201.428.197;0.0000000000000
50.339.999.389.648;0.25801707463393;-95.907.039.713.018;35.034.201.428.197;0.0000000000000
50.379.998.779.297;0.25884542771176;-96.200.001.163.023;35.034.201.428.197;0.0000000000000
50.420.001.220.703;0.25967067827945;-96.491.922.939.185;35.034.201.428.197;0.0000000000000
50.460.000.610.352;0.26049273099920;-96.782.779.940.923;35.034.201.428.197;0.0000000000000
50.500.000.000.000;0.26131160568220;-97.072.598.350.695;35.034.201.428.197;0.0000000000000
50.539.999.389.648;0.26212729509285;-97.361.407.049.088;35.034.201.428.197;0.0000000000000
50.579.998.779.297;0.26293982040580;-97.649.229.564.205;35.034.201.428.197;0.0000000000000
50.620.001.220.703;0.26374916155819;-97.936.070.166.104;35.034.201.428.197;0.0000000000000
50.660.000.610.352;0.26455530581071;-98.221.900.168.592;35.034.201.428.197;0.0000000000000
50.700.000.000.000;0.26535823380514;-98.506.774.207.426;35.034.201.428.197;0.0000000000000
50.739.999.389.648;0.26615801132598;-98.790.691.564.277;35.034.201.428.197;0.0000000000000
50.779.998.779.297;0.26695457334949;-99.073.679.857.669;35.034.201.428.197;0.0000000000000
50.820.001.220.703;0.26774789562526;-99.355.739.285.549;35.034.201.428.197;0.0000000000000
50.860.000.610.352;0.26853810338823;-99.636.869.406.810;35.034.201.428.197;0.0000000000000
50.900.000.000.000;0.26932500493573;-99.917.126.747.048;35.034.201.428.197;0.0000000000000
50.939.999.389.648;0.27010877014867;-10.019.645.384.684;35.034.201.428.197;0.0000000000000
50.979.998.779.297;0.27088929886718;-10.047.490.758.152;35.034.201.428.197;0.0000000000000
51.020.001.220.703;0.27166662342885;-10.075.248.494.033;35.034.201.428.197;0.0000000000000
51.060.000.610.352;0.27244072126409;-10.102.919.048.866;35.034.201.428.197;0.0000000000000
51.100.000.000.000;0.27321159250271;-10.130.502.136.935;35.034.201.428.197;0.0000000000000
51.139.999.389.648;0.27397923136990;-10.158.003.210.095;35.034.201.428.197;0.0000000000000
51.179.998.779.297;0.27474367852037;-10.185.416.748.112;35.034.201.428.197;0.0000000000000
51.220.001.220.703;0.27550489584239;-10.212.753.835.402;35.034.201.428.197;0.0000000000000
51.259.997.558.594;0.27626283424988;-10.240.009.154.816;35.034.201.428.197;0.0000000000000
51.300.000.000.000;0.27701761310356;-10.267.182.254.406;35.034.201.428.197;0.0000000000000
51.340.002.441.406;0.27776908640038;-10.294.273.645.172;35.034.201.428.197;0.0000000000000
51.379.998.779.297;0.27851734298626;-10.321.288.410.313;35.034.201.428.197;0.0000000000000
51.420.001.220.703;0.27926232388487;-10.348.221.197.039;35.034.201.428.197;0.0000000000000
51.459.997.558.594;0.28000412745232;-10.375.082.935.765;35.034.201.428.197;0.0000000000000
51.500.000.000.000;0.28074263177809;-10.401.868.165.608;35.034.201.428.197;0.0000000000000
51.540.002.441.406;0.28147786262075;-10.428.571.507.900;35.034.201.428.197;0.0000000000000
51.579.998.779.297;0.28220986334056;-10.455.203.906.779;35.034.201.428.197;0.0000000000000
51.620.001.220.703;0.28293860293420;-10.481.765.064.561;35.034.201.428.197;0.0000000000000
51.659.997.558.594;0.28366407542842;-10.508.249.715.904;35.034.201.428.197;0.0000000000000
51.700.000.000.000;0.28438626147903;-10.534.663.426.046;35.034.201.428.197;0.0000000000000
51.740.002.441.406;0.28510522324248;-10.561.006.137.270;35.034.201.428.197;0.0000000000000
51.779.998.779.297;0.28582091377024;-10.587.272.322.180;35.034.201.428.197;0.0000000000000
51.820.001.220.703;0.28653329924920;-10.613.472.847.188;35.034.201.428.197;0.0000000000000
51.859.997.558.594;0.28724239976651;-10.639.602.564.107;35.034.201.428.197;0.0000000000000
51.900.000.000.000;0.28794822589238;-10.665.666.442.881;35.034.201.428.197;0.0000000000000
51.940.002.441.406;0.28865077463966;-10.691.654.038.888;35.034.201.428.197;0.0000000000000
51.979.998.779.297;0.28935003872002;-10.717.581.371.309;35.034.201.428.197;0.0000000000000
52.020.001.220.703;0.29004601024167;-10.743.437.853.425;35.034.201.428.197;0.0000000000000
52.059.997.558.594;0.29073870530460;-10.769.228.653.862;35.034.201.428.197;0.0000000000000
52.100.000.000.000;0.29142809184969;-10.794.953.820.326;35.034.201.428.197;0.0000000000000
52.140.002.441.406;0.29211416999644;-10.820.613.499.071;35.034.201.428.197;0.0000000000000
52.179.998.779.297;0.29279696507709;-10.846.207.504.633;35.034.201.428.197;0.0000000000000
52.220.001.220.703;0.29347647320499;-10.871.735.823.841;35.034.201.428.197;0.0000000000000
52.259.997.558.594;0.29415266655666;-10.897.204.270.440;35.034.201.428.197;0.0000000000000
52.300.000.000.000;0.29482553722054;-10.922.607.154.958;35.034.201.428.197;0.0000000000000
52.340.002.441.406;0.29549508144053;-10.947.944.589.599;35.034.201.428.197;0.0000000000000
52.379.998.779.297;0.29616133310151;-10.973.227.285.703;35.034.201.428.197;0.0000000000000
52.420.001.220.703;0.29682427135343;-10.998.438.893.734;35.034.201.428.197;0.0000000000000
52.459.997.558.594;0.29748387991595;-11.023.595.796.943;35.034.201.428.197;0.0000000000000
52.500.000.000.000;0.29814021291197;-11.048.692.580.208;35.034.201.428.197;0.0000000000000
52.540.002.441.406;0.29879319411359;-11.073.723.993.585;35.034.201.428.197;0.0000000000000
52.579.998.779.297;0.29944286301499;-11.098.700.452.373;35.034.201.428.197;0.0000000000000
52.620.001.220.703;0.30008916777784;-11.123.611.636.928;35.034.201.428.197;0.0000000000000
52.659.997.558.594;0.30073218436227;-11.148.467.955.542;35.034.201.428.197;0.0000000000000
52.700.000.000.000;0.30137190154223;-11.173.264.410.722;35.034.201.428.197;0.0000000000000
52.740.002.441.406;0.30200823994848;-11.198.000.642.431;35.034.201.428.197;0.0000000000000
52.779.998.779.297;0.30264127639490;-11.222.682.105.876;35.034.201.428.197;0.0000000000000
52.820.001.220.703;0.30327099132234;-11.247.303.692.885;35.034.201.428.197;0.0000000000000
52.859.997.558.594;0.30389735731600;-11.271.870.408.961;35.034.201.428.197;0.0000000000000
52.900.000.000.000;0.30452041171989;-11.296.376.990.957;35.034.201.428.197;0.0000000000000
52.940.002.441.406;0.30514011215136;-11.320.829.149.391;35.034.201.428.197;0.0000000000000
52.979.998.779.297;0.30575648061629;-11.345.221.110.725;35.034.201.428.197;0.0000000000000
53.020.001.220.703;0.30636950480068;-11.369.563.954.204;35.034.201.428.197;0.0000000000000
53.059.997.558.594;0.30697924275731;-11.393.846.557.177;35.034.201.428.197;0.0000000000000
53.100.000.000.000;0.30758559089935;-11.418.074.641.755;35.034.201.428.197;0.0000000000000
53.140.002.441.406;0.30818863833139;-11.442.248.214.705;35.034.201.428.197;0.0000000000000
53.179.998.779.297;0.30878836425726;-11.466.366.810.544;35.034.201.428.197;0.0000000000000
53.220.001.220.703;0.30938473859655;-11.490.430.951.332;35.034.201.428.197;0.0000000000000
53.259.997.558.594;0.30997781202130;-11.514.440.456.296;35.034.201.428.197;0.0000000000000
53.300.000.000.000;0.31056750752121;-11.538.395.322.180;35.034.201.428.197;0.0000000000000
53.340.002.441.406;0.31115390757571;-11.562.295.366.541;35.034.201.428.197;0.0000000000000
53.379.998.779.297;0.31173696298762;-11.586.146.717.033;35.034.201.428.197;0.0000000000000
53.420.001.220.703;0.31231672172739;-11.609.942.763.571;35.034.201.428.197;0.0000000000000
53.459.997.558.594;0.31289311806847;-11.633.679.114.167;35.034.201.428.197;0.0000000000000
53.500.000.000.000;0.31346620847890;-11.657.371.885.875;35.034.201.428.197;0.0000000000000
53.540.002.441.406;0.31403597026634;-11.681.009.583.271;35.034.201.428.197;0.0000000000000
53.579.998.779.297;0.31460244200057;-11.704.592.922.695;35.034.201.428.197;0.0000000000000
53.620.001.220.703;0.31516556832566;-11.728.121.649.810;35.034.201.428.197;0.0000000000000
53.659.997.558.594;0.31572541807554;-11.751.601.048.676;35.034.201.428.197;0.0000000000000
53.700.000.000.000;0.31628195184598;-11.775.031.310.277;35.034.201.428.197;0.0000000000000
53.740.002.441.406;0.31683516886217;-11.798.407.068.076;35.034.201.428.197;0.0000000000000
53.779.998.779.297;0.31738507766226;-11.821.728.035.064;35.034.201.428.197;0.0000000000000
53.820.001.220.703;0.31793168979557;-11.844.999.683.048;35.034.201.428.197;0.0000000000000
53.859.997.558.594;0.31847500414717;-11.868.222.409.348;35.034.201.428.197;0.0000000000000
53.900.000.000.000;0.31901506435765;-11.891.395.851.834;35.034.201.428.197;0.0000000000000
53.940.002.441.406;0.31955182734405;-11.914.514.678.875;35.034.201.428.197;0.0000000000000
53.979.998.779.297;0.32008527408689;-11.937.584.324.672;35.034.201.428.197;0.0000000000000
54.020.001.220.703;0.32061549851415;-11.960.599.588.894;35.034.201.428.197;0.0000000000000
54.059.997.558.594;0.32114242756210;-11.983.565.203.521;35.034.201.428.197;0.0000000000000
54.100.000.000.000;0.32166613101505;-12.006.481.689.448;35.034.201.428.197;0.0000000000000
54.140.002.441.406;0.32218653054254;-12.029.349.235.550;35.034.201.428.197;0.0000000000000
54.179.998.779.297;0.32270369066076;-12.052.161.940.504;35.034.201.428.197;0.0000000000000
54.220.001.220.703;0.32321763568332;-12.074.931.491.926;35.034.201.428.197;0.0000000000000
54.259.997.558.594;0.32372832287695;-12.097.645.699.925;35.034.201.428.197;0.0000000000000
54.300.000.000.000;0.32423578431205;-12.120.311.238.812;35.034.201.428.197;0.0000000000000
54.340.002.441.406;0.32474006667389;-12.142.926.924.179;35.034.201.428.197;0.0000000000000
54.379.998.779.297;0.32524108022089;-12.165.488.708.040;35.034.201.428.197;0.0000000000000
54.420.001.220.703;0.32573891256740;-12.188.006.651.958;35.034.201.428.197;0.0000000000000
54.459.997.558.594;0.32623352714348;-12.210.475.195.179;35.034.201.428.197;0.0000000000000
54.500.000.000.000;0.32672499732104;-12.232.889.081.748;35.034.201.428.197;0.0000000000000
54.540.002.441.406;0.32721324060262;-12.255.259.295.262;35.034.201.428.197;0.0000000000000
54.579.998.779.297;0.32769837717638;-12.277.575.071.381;35.034.201.428.197;0.0000000000000
54.620.001.220.703;0.32818030423707;-12.299.846.697.767;35.034.201.428.197;0.0000000000000
54.659.997.558.594;0.32865912176693;-12.322.058.296.870;35.034.201.428.197;0.0000000000000
54.700.000.000.000;0.32913480663378;-12.344.231.671.042;35.034.201.428.197;0.0000000000000
54.740.002.441.406;0.32960733903928;-12.366.350.707.719;35.034.201.428.197;0.0000000000000
54.779.998.779.297;0.33007674750980;-12.388.426.071.535;35.034.201.428.197;0.0000000000000
54.820.001.220.703;0.33054310995778;-12.410.446.354.536;35.034.201.428.197;0.0000000000000
54.859.997.558.594;0.33100632315559;-12.432.417.819.864;35.034.201.428.197;0.0000000000000
54.900.000.000.000;0.33146648979078;-12.454.339.949.330;35.034.201.428.197;0.0000000000000
54.940.002.441.406;0.33192356975656;-12.476.218.591.531;35.034.201.428.197;0.0000000000000
54.979.998.779.297;0.33237762790361;-12.498.047.700.091;35.034.201.428.197;0.0000000000000
55.020.001.220.703;0.33282860153733;-12.519.822.718.798;35.034.201.428.197;0.0000000000000
55.059.997.558.594;0.33327657245307;-12.541.553.337.670;35.034.201.428.197;0.0000000000000
55.100.000.000.000;0.33372155070713;-12.563.229.690.062;35.034.201.428.197;0.0000000000000
55.140.002.441.406;0.33416350727566;-12.584.862.184.035;35.034.201.428.197;0.0000000000000
55.179.998.779.297;0.33460246728466;-12.606.445.772.087;35.034.201.428.197;0.0000000000000
55.220.001.220.703;0.33503848716856;-12.627.979.709.949;35.034.201.428.197;0.0000000000000
55.259.997.558.594;0.33547157699994;-12.649.464.759.603;35.034.201.428.197;0.0000000000000
55.300.000.000.000;0.33590167867927;-12.670.900.956.394;35.034.201.428.197;0.0000000000000
55.340.002.441.406;0.33632889789327;-12.692.292.911.934;35.034.201.428.197;0.0000000000000
55.379.998.779.297;0.33675319977872;-12.713.630.184.777;35.034.201.428.197;0.0000000000000
55.420.001.220.703;0.33717460167651;-12.734.918.790.440;35.034.201.428.197;0.0000000000000
55.459.997.558.594;0.33759313669091;-12.756.163.285.672;35.034.201.428.197;0.0000000000000
55.500.000.000.000;0.33800882680412;-12.777.358.797.810;35.034.201.428.197;0.0000000000000
55.540.002.441.406;0.33842167682735;-12.798.505.115.207;35.034.201.428.197;0.0000000000000
55.579.998.779.297;0.33883170022054;-12.819.602.219.066;35.034.201.428.197;0.0000000000000
55.620.001.220.703;0.33923894266016;-12.840.649.966.828;35.034.201.428.197;0.0000000000000
55.659.997.558.594;0.33964338855052;-12.861.654.166.730;35.034.201.428.197;0.0000000000000
55.700.000.000.000;0.34004509949055;-12.882.609.301.726;35.034.201.428.197;0.0000000000000
55.740.002.441.406;0.34044403871226;-12.903.509.519.155;35.034.201.428.197;0.0000000000000
55.779.998.779.297;0.34084027224602;-12.924.366.271.241;35.034.201.428.197;0.0000000000000
55.820.001.220.703;0.34123380554162;-12.945.179.267.013;35.034.201.428.197;0.0000000000000
55.859.997.558.594;0.34162466032829;-12.965.937.588.535;35.034.201.428.197;0.0000000000000
55.900.000.000.000;0.34201281562566;-12.986.652.284.836;35.034.201.428.197;0.0000000000000
55.940.002.441.406;0.34239835953511;-13.007.323.172.317;35.034.201.428.197;0.0000000000000
55.979.998.779.297;0.34278126367054;-13.027.939.279.480;35.034.201.428.197;0.0000000000000
56.020.001.220.703;0.34316160099541;-13.048.506.421.355;35.034.201.428.197;0.0000000000000
56.059.997.558.594;0.34353935536164;-13.069.030.070.190;35.034.201.428.197;0.0000000000000
56.100.000.000.000;0.34391456628007;-13.089.503.767.173;35.034.201.428.197;0.0000000000000
56.140.002.441.406;0.34428723587305;-13.109.928.765.681;35.034.201.428.197;0.0000000000000
56.179.998.779.297;0.34465738293906;-13.130.310.362.549;35.034.201.428.197;0.0000000000000
56.220.001.220.703;0.34502507414885;-13.150.641.946.552;35.034.201.428.197;0.0000000000000
56.259.997.558.594;0.34539026984696;-13.170.930.650.387;35.034.201.428.197;0.0000000000000
56.300.000.000.000;0.34575301964148;-13.191.164.421.084;35.034.201.428.197;0.0000000000000
56.340.002.441.406;0.34611338672722;-13.211.354.488.794;35.034.201.428.197;0.0000000000000
56.379.998.779.297;0.34647134259147;-13.231.495.541.630;35.034.201.428.197;0.0000000000000
56.420.001.220.703;0.34682692816547;-13.251.598.200.397;35.034.201.428.197;0.0000000000000
56.459.997.558.594;0.34718018446887;-13.271.646.048.416;35.034.201.428.197;0.0000000000000
56.500.000.000.000;0.34753111859269;-13.291.655.564.673;35.034.201.428.197;0.0000000000000
56.540.002.441.406;0.34787976360825;-13.311.605.309.467;35.034.201.428.197;0.0000000000000
56.579.998.779.297;0.34822612119997;-13.331.516.578.448;35.034.201.428.197;0.0000000000000
56.620.001.220.703;0.34857025227631;-13.351.384.259.683;35.034.201.428.197;0.0000000000000
56.659.997.558.594;0.34891217198387;-13.371.202.536.753;35.034.201.428.197;0.0000000000000
56.700.000.000.000;0.34925189343617;-13.390.972.006.614;35.034.201.428.197;0.0000000000000
56.740.002.441.406;0.34958943642325;-13.410.697.575.926;35.034.201.428.197;0.0000000000000
56.779.998.779.297;0.34992487442233;-13.430.373.781.225;35.034.201.428.197;0.0000000000000
56.820.001.220.703;0.35025817509907;-13.450.006.693.895;35.034.201.428.197;0.0000000000000
56.859.997.558.594;0.35058937629941;-13.469.595.827.153;35.034.201.428.197;0.0000000000000
56.900.000.000.000;0.35091853625242;-13.489.141.028.624;35.034.201.428.197;0.0000000000000
56.940.002.441.406;0.35124563860296;-13.508.637.147.227;35.034.201.428.197;0.0000000000000
56.979.998.779.297;0.35157076045612;-13.528.089.518.035;35.034.201.428.197;0.0000000000000
57.020.001.220.703;0.35189387513843;-13.547.498.302.737;35.034.201.428.197;0.0000000000000
57.059.997.558.594;0.35221506100138;-13.566.863.301.868;35.034.201.428.197;0.0000000000000
57.100.000.000.000;0.35253432772082;-13.586.178.831.998;35.034.201.428.197;0.0000000000000
57.140.002.441.406;0.35285167216715;-13.605.450.863.299;35.034.201.428.197;0.0000000000000
57.179.998.779.297;0.35316715134590;-13.624.679.508.047;35.034.201.428.197;0.0000000000000
57.220.001.220.703;0.35348078741527;-13.643.869.659.941;35.034.201.428.197;0.0000000000000
57.259.997.558.594;0.35379258901785;-13.663.010.319.138;35.034.201.428.197;0.0000000000000
57.300.000.000.000;0.35410262094625;-13.682.107.714.213;35.034.201.428.197;0.0000000000000
57.340.002.441.406;0.35441087419938;-13.701.160.919.879;35.034.201.428.197;0.0000000000000
57.379.998.779.297;0.35471740887246;-13.720.176.292.847;35.034.201.428.197;0.0000000000000
57.420.001.220.703;0.35502225444088;-13.739.142.304.905;35.034.201.428.197;0.0000000000000
57.459.997.558.594;0.35532537388077;-13.758.064.847.349;35.034.201.428.197;0.0000000000000
57.500.000.000.000;0.35562689114281;-13.776.949.163.604;35.034.201.428.197;0.0000000000000
57.540.002.441.406;0.35592672893466;-13.795.789.071.202;35.034.201.428.197;0.0000000000000
57.579.998.779.297;0.35622497494194;-13.814.591.171.041;35.034.201.428.197;0.0000000000000
57.620.001.220.703;0.35652168783696;-13.833.349.669.786;35.034.201.428.197;0.0000000000000
57.659.997.558.594;0.35681682836564;-13.852.064.803.194;35.034.201.428.197;0.0000000000000
57.700.000.000.000;0.35711047032668;-13.870.741.267.740;35.034.201.428.197;0.0000000000000
57.740.002.441.406;0.35740260617677;-13.889.373.660.153;35.034.201.428.197;0.0000000000000
